gene,id,z
DOCK8,7681,1.807926
SIPA1L1,5144,1.809943
KIF1A,239,1.810071
FRZB,974,1.810392
SLC25A25,8437,1.810696
KHDRBS2,9267,1.811436
DCPS,5375,1.812095
FBXO44,8347,1.812514
ISL1,1403,1.812547
ELF4,818,1.813837
RRAGD,6916,1.814541
SNHG1,4981,1.814866
PDCD2L,7894,1.816274
OST4,9996,1.816283
ADM5,9220,1.816465
PYCR3,7179,1.816511
USP9Y,3165,1.817374
FBXO41,8986,1.818681
CSPG4P1Y,8429,1.819421
RPL3,2416,1.819521
GABPB2,8665,1.821037
FAM160A2,7805,1.821336
POLK,5738,1.823758
HDAC3,3383,1.823904
KLHL36,7404,1.825418
BMPR2,287,1.826555
CITED1,1704,1.827331
CENPB,469,1.827762
RPS12,2463,1.82788
AP3D1,3433,1.828673
FZD7,3178,1.828865
AHI1,6013,1.829556
CLUHP3,10008,1.830099
RASGRP3,5025,1.830815
PHC2,780,1.830883
METTL6,8761,1.833463
TMEM62,7494,1.833865
ZC3H15,6468,1.836944
METTL5,5403,1.837408
FOLR2,967,1.839082
PTHLH,2261,1.839253
H2AFV,8369,1.840799
SARDH,713,1.841311
NEPRO,5066,1.841516
SOX12,2665,1.841948
FAHD1,7697,1.842543
MTREX,4925,1.84437
TMEM106C,7222,1.844589
SLC22A23,6970,1.845467
USP40,6224,1.846058
WDFY4,6857,1.847229
NSUN6,9335,1.849425
RPL31,2438,1.850144
GIPR,1052,1.850325
ATG16L1,6127,1.85087
C2CD5,3848,1.851534
C19orf38,9424,1.851806
LTB,1574,1.853879
CAMSAP3,6837,1.854901
CAB39L,7668,1.856899
NOS1AP,3784,1.856923
SEC14L1,2535,1.857164
CFAP53,9316,1.857235
ADGRL2,4796,1.861125
TIFA,8306,1.861475
VDAC1,2971,1.864883
KCTD8,9745,1.865678
MRPL16,6077,1.865965
GRP,1158,1.866072
GSTM1,1168,1.867
HPCAL1,1274,1.871576
PRB2,9967,1.87329
CCT3,2894,1.874128
CEP170B,9498,1.874217
PCDHGB7,6509,1.874699
RBM17,8077,1.875418
DLEU1,4084,1.879305
CIRBP,506,1.879385
GABPB1-IT1,6129,1.879669
EEF1B2,783,1.880262
SEC61B,4391,1.880321
C10orf143,9757,1.881263
CNNM3,5222,1.881425
ETV1,869,1.884172
MFSD13A,7430,1.884231
CELF3,4504,1.884384
ALG5,5445,1.884926
PAFAH1B1,1923,1.886439
ZNF30,8156,1.886553
NAF1,8296,1.886674
DCK,672,1.886713
SYNGR4,4939,1.887089
ATCAY,8090,1.887644
TYK2,2924,1.888989
STAMBPL1,6785,1.891327
CFAP58,9091,1.891647
ZNF337,5183,1.893656
ICOSLG,4818,1.89392
UBE2S,5348,1.894398
PKD1L2,8431,1.89451
RPP40,4324,1.89494
ARHGEF10L,6182,1.895993
ARHGAP19,8075,1.89603
AGO3,9191,1.896672
TPST1,3216,1.896839
CAMK1D,6651,1.898902
ACTA2,29,1.899118
GOLGA1,1092,1.89935
NFX1,1827,1.901358
USP13,3438,1.901708
ZBED8,6984,1.902725
COPS8,4374,1.903702
TRIM52,8009,1.904192
ZRANB2,3619,1.904292
B4GALT5,3584,1.90562
SFXN3,7693,1.906302
PIGQ,3484,1.906353
ZNF235,3570,1.907588
RFC3,2374,1.910251
SERAC1,8060,1.91085
ZNF391,9674,1.912055
NTNG2,7960,1.91234
GARNL3,7861,1.912816
CNOT1,4675,1.912823
DLGAP3,6910,1.913332
NUP85,7454,1.913393
TMEM234,6508,1.914435
GDA,3725,1.914534
EXOC3-AS1,8517,1.914767
BIN3,6488,1.91514
ATXN2L,4537,1.915983
PRDM12,6927,1.916095
PCSK2,1960,1.916864
COMTD1,8564,1.91703
TULP3,2919,1.917159
CDO1,459,1.917238
TP53BP1,2874,1.917387
SEMA3A,4114,1.917517
CD37,413,1.91766
DNM1,714,1.920104
KBTBD6,8145,1.921082
CD33,409,1.921259
ANO6,9202,1.921809
KIAA1468,6814,1.921995
MBTPS1,3330,1.922485
CDK5RAP3,7561,1.922751
HYKK,8617,1.922913
POSTN,4258,1.923395
SZT2,4834,1.923644
SF3A3,4387,1.923708
RPRM,6543,1.924646
TMEM64,9165,1.924992
CHST1,3248,1.925665
PGS1,3659,1.927364
RRP1,3268,1.928187
ARPC1A,4209,1.929257
SYT7,3475,1.929852
GOLT1A,8691,1.930177
KIAA0319L,7466,1.930546
RYR3,2492,1.930802
SLC25A41,9527,1.931479
RPS6KL1,7743,1.932071
SSBP4,9173,1.93225
FGF17,3372,1.932291
ZSCAN31,7046,1.933156
SNAP91,3873,1.933175
WNT4,5905,1.934552
RNGTT,3335,1.936549
PYGB,2304,1.937585
C11orf54,5380,1.937813
EID2,9124,1.940581
CNTFR,543,1.940888
ZNF547,9518,1.941255
ZNF133,3042,1.941724
PSMA5,2225,1.94192
RPL26,2433,1.942473
ZNF300P1,8790,1.942551
MRPL13,5393,1.943043
FBXL6,5197,1.94412
PPL,2125,1.944231
ARID3A,740,1.946243
GSG1L,8907,1.94674
RNPS1,4375,1.946984
PDZD4,6806,1.94887
STK35,8859,1.950226
CHUK,503,1.951777
PEA15,3318,1.95261
KAT8,7829,1.953455
ZNF876P,9933,1.953482
LRFN3,7292,1.954365
AP1B1,78,1.955971
CABLES1,8266,1.956201
TMEM159,6663,1.956398
DNM1P35,9995,1.958371
OGFR,4435,1.958967
CLHC1,8729,1.959381
SNRNP27,4422,1.960382
MTUS2,4804,1.960485
MCCC2,7007,1.960948
PWWP2B,9172,1.96123
WDR46,3563,1.961378
C8orf58,9917,1.963406
DYDC2,7908,1.9645
MGST2,1668,1.964637
RNF25,7049,1.964773
PGAM2,2014,1.965378
FGFR3,929,1.966169
MYOM1,3336,1.968175
WRN,3005,1.968812
SPAG7,3697,1.969218
DCX,677,1.969246
FFAR1,1118,1.970982
TAC3,2742,1.971031
TCERG1,4372,1.971707
UCP3,2946,1.972358
ABL1,10,1.972873
FAM220A,7996,1.973758
TAP2,2756,1.973978
MYCNOS,4129,1.975863
TMEM8B,5840,1.976904
ST8SIA3,5570,1.978258
NTSR1,1881,1.978637
LRPAP1,1569,1.981607
RNF41,4027,1.98251
H1FX,3435,1.983321
ZWILCH,6128,1.984091
FANCE,895,1.984684
SFR1,8570,1.984819
NAP1L3,1770,1.985909
CASC3,4565,1.986226
ASIC4,6311,1.987576
KCNF1,1452,1.987679
SYNE4,9127,1.987888
PTS,2290,1.988109
TRIM27,2377,1.989145
GNAO1,1077,1.989228
TNFRSF10B,3358,1.989344
AQP5,158,1.989559
PPWD1,4866,1.991835
HNMT,1263,1.993615
SMC5,4728,1.993699
FAM3C,4155,1.997557
DNAH1,5117,1.997749
MYCN,1742,1.999366
GTF3C3,3581,2.001024
SDF2L1,5000,2.003183
IER5,5676,2.003563
SLC9B2,8776,2.003724
DTX1,750,2.00422
MPEG1,9310,2.004701
GRIA1,1130,2.004734
ARF5,166,2.004871
CCDC47,6628,2.005066
RALGPS1,3742,2.007437
STAG3,4296,2.007997
RPS27A,2475,2.010061
ALKBH4,6004,2.010345
PRPS1,2205,2.010722
ATP13A1,6656,2.010907
LRRC61,7197,2.011281
PQLC3,8747,2.012094
S100Z,9176,2.013036
HPGD,1275,2.014579
CHAMP1,9492,2.016169
VIM,2979,2.016455
USP35,6784,2.016672
NCKIPSD,5765,2.016752
TM2D3,7538,2.017018
SH3BP5,3647,2.01805
LAPTM4A,3794,2.018102
COG7,8271,2.021057
CDH2,435,2.021102
TSR2,8159,2.022692
HMGCLL1,5944,2.02279
NCAPH2,5437,2.023694
VSIG4,4551,2.025289
CENPV,9244,2.025749
RNASE6,2400,2.025997
HK1,1227,2.026978
AFDN-DT,9969,2.028983
SH3BP5L,7619,2.030043
BRSK2,3454,2.030353
NRG3,4291,2.031282
SLC47A1,6228,2.031418
RYR1,2491,2.031702
CYFIP1,4756,2.032171
TMEM9B,6560,2.035068
SLC30A9,4166,2.038157
GPSM1,5164,2.038184
UNC5A,8169,2.038303
C2orf88,7881,2.039175
CLTB,531,2.039422
L3MBTL2,7756,2.039924
MYO16,4680,2.040656
MAF,1594,2.040983
C2orf69,9283,2.042274
GSTM5,1172,2.044168
DSTN,4428,2.048367
ATP6V1H,5794,2.049845
ZER1,4152,2.050479
PKD1,2048,2.050815
ZNF697,8212,2.051279
OTUB2,7208,2.053336
KCNH3,4879,2.053976
MRPS10,6187,2.05426
GFPT1,1042,2.055337
COQ10A,8326,2.056832
GPR155,9005,2.057328
ROM1,2409,2.057425
NCAPG2,6047,2.057829
UTP23,7889,2.058288
LYSMD4,8897,2.058459
CMAS,6487,2.061848
ACTR3B,6678,2.06278
TFF3,2804,2.062916
EEF2,786,2.064503
PTEN,2255,2.065473
UNC13C,9882,2.066602
BRI3,5032,2.066689
TRIL,3861,2.067673
THBS3,2820,2.06879
MTMR1,3353,2.069415
LETMD1,5068,2.069737
CYFIP2,5253,2.069769
GABRB3,1000,2.071626
ZNF329,7356,2.071849
CACNG1,346,2.072441
NETO1,7686,2.074035
WDR12,6417,2.075173
C2,316,2.07734
HLA-A,1229,2.0784
DCBLD1,9576,2.079043
ISLR2,6812,2.079613
C5orf42,7177,2.083192
ZMIZ1,6676,2.083212
PNN,2092,2.083529
C5orf30,8175,2.08444
BRD8,4366,2.085019
OVGP1,1911,2.085039
DNM1P46,9206,2.086853
LHFPL5,9373,2.087494
RALYL,8816,2.087749
PFAS,2002,2.088135
ZSWIM1,8167,2.089764
MANEAL,8961,2.09012
AIMP1,3549,2.090497
PPP1R32,9313,2.091171
ZDHHC14,7361,2.094354
NBEA,5247,2.094355
FNDC3A,4600,2.094946
FOCAD,6058,2.095457
WDR19,6867,2.095464
NPPB,1862,2.095846
SOBP,6144,2.096153
KIF13B,4816,2.098637
ANKRD39,5661,2.101501
PGRMC1,4343,2.101656
TCEAL8,8206,2.101711
CEP19,8074,2.103104
CUL3,3210,2.104019
DKFZP586I1420,9365,2.104369
PHYHD1,9400,2.104821
SRC,2680,2.106475
LY86,3636,2.106561
ENO1,830,2.106854
RAB23,5830,2.107233
TESK2,4138,2.109346
SLC2A4RG,6563,2.109635
RNF150,6745,2.109758
ELL3,7551,2.110796
BAAT,245,2.11118
KIAA1324,6770,2.112284
MRPS31,4057,2.112479
TMPRSS5,7626,2.11279
PTPRA,2274,2.112946
HAVCR2,8016,2.113245
SLC41A3,6075,2.113314
ADRA1B,67,2.113427
DNAJC5,7579,2.113716
TLR2,2845,2.113963
AP2A2,77,2.115413
IGF2BP2,4265,2.115822
NTSR2,4971,2.116817
IQCB1,3750,2.117342
CCDC189,8205,2.117541
ZYG11B,7367,2.11769
DDR1,340,2.117918
PTPRN,2285,2.118468
TRIM4,8133,2.118552
DSCAML1,6727,2.118834
H2AFZ,1196,2.120124
UBE3A,2940,2.120345
ZNF773,9721,2.12169
IL15RA,1373,2.121863
DPYSL3,737,2.122675
CPNE4,8750,2.123012
CCT8,4287,2.123804
VDAC3,2973,2.125621
COL7A1,553,2.125927
TMEM170A,8630,2.126417
ZNF550,9119,2.128256
HSP90AB1,1304,2.129163
NSMCE4A,6003,2.130233
MORN3,9486,2.130434
MOBP,1689,2.131034
DGLUCY,7491,2.131499
CHD1L,3700,2.133003
SLC6A7,2591,2.134177
FOS,968,2.135754
TRIM36,6312,2.137181
CX3CL1,2525,2.137636
SCRN1,3826,2.137706
SLC35B2,9681,2.138399
DNAJC7,2911,2.138597
H1F0,1193,2.139012
SLC25A12,3276,2.139214
P2RX5,1916,2.141585
MSRA,1707,2.141989
SAMD9,6015,2.14354
SYCP2,4121,2.145756
KLHL21,3879,2.147384
SHMT1,2562,2.150363
DNAJC10,5910,2.15219
CLSTN2,7006,2.152571
RASL11B,7195,2.152632
TMSB4Y,3483,2.152891
CUL7,3834,2.153329
CA5B,4522,2.153488
TTC23L,9040,2.155624
NUDC,4294,2.155699
TENM1,4020,2.158302
SMAP1,6966,2.160016
PREX1,6798,2.16088
SV2A,3877,2.164621
SLC2A3,2583,2.165387
ANGPTL6,7764,2.167416
NANOS1,9651,2.168374
MTSS1,3819,2.168877
TM4SF1,1582,2.169608
SH3GL3,2558,2.169879
KSR2,9490,2.170199
HTRA3,8357,2.170537
IGHMBP2,1356,2.171893
RPLP1,2447,2.172954
NUP107,6652,2.174753
CDC42SE1,6571,2.174769
TAGLN,2745,2.174806
PIM2,4430,2.174873
TBXAS1,2768,2.180381
GPRC5C,6479,2.182891
SOGA1,8847,2.183552
DCHS1,3296,2.184779
SLC1A6,2581,2.185426
GEMIN8,6084,2.185867
SLC4A3,2579,2.185966
SEC61A1,5469,2.186268
ASMTL-AS1,7520,2.188081
GNAZ,1080,2.190236
KIAA0319,3855,2.190736
HINFP,5119,2.19132
GPD1,1098,2.192746
LDB3,4482,2.193179
LOR,1558,2.193197
P3H1,7033,2.19448
RASA2,2347,2.195481
GPC2,9359,2.197075
ACAD8,5263,2.198858
TRAF1,2889,2.199252
SUMO3,2632,2.19926
QSOX1,2266,2.199583
GABRB1,998,2.203326
BACE1,4972,2.204617
ACVR2A,39,2.206052
FAM19A1,9865,2.206629
F11R,5538,2.206931
GTF3C1,1184,2.207107
CBFB,383,2.207628
WSCD2,3760,2.209183
CDH3,436,2.212301
CAMKK1,7862,2.213108
LOH12CR2,9915,2.214456
RARS2,6635,2.214766
RPAIN,7874,2.214912
TMEM132A,6091,2.215382
PATJ,4035,2.216625
ACTR10,6473,2.216904
CYP26B1,6548,2.217626
APMAP,6659,2.218027
RALA,2327,2.220009
HSF4,1293,2.220378
MAST1,4659,2.220743
P4HTM,5986,2.222155
GALM,8740,2.224174
MAGEL2,5961,2.224659
PFKP,2011,2.224702
ACOT7,4554,2.224756
OCIAD1,6072,2.226257
SLC29A3,6264,2.226474
GPHN,4060,2.226628
ART3,187,2.226999
TUB,2913,2.229556
SCG5,2550,2.229857
ANGPT1,122,2.231076
JHDM1D-AS1,10012,2.233021
MRRF,8298,2.234085
TCF7,2775,2.234687
PLXNB2,4986,2.235557
MROH6,9934,2.237414
HRASLS5,8546,2.238282
MTHFD1L,5078,2.239935
MMP16,1683,2.240298
PRAM1,7816,2.240696
BTC,301,2.240736
MAML1,3823,2.240983
ZNF554,8474,2.241976
UROD,2961,2.242129
STRADA,8293,2.242157
NFU1,5320,2.243296
NEURL1,3510,2.24502
MAPK8IP2,4936,2.245906
HBEGF,749,2.248354
CACNA1F,339,2.248637
ZNF397,7895,2.250691
SSH1,5912,2.250896
RPS4X,2452,2.252064
DPY19L2P4,9899,2.252563
PPP2R1A,2138,2.252648
LCP1,1527,2.25292
PRC1,3468,2.257065
RAD51AP2,9987,2.257084
NANS,5895,2.257375
MACROD1,5391,2.25767
FGF14,927,2.257806
OLFML3,6602,2.25975
DOCK9,4841,2.260631
SPTB,2677,2.26083
RCN3,6706,2.262359
ZSCAN20,3030,2.262992
PIAS3,4126,2.265608
ALDOA,106,2.269104
METTL1,1657,2.270238
SPIDR,4923,2.27161
FOLH1,965,2.272449
CHCHD3,6064,2.273004
PCDH18,5943,2.275352
SLTM,7411,2.275677
PHTF1,4302,2.276323
DIS3L,8489,2.276523
RPL23AP7,8555,2.277019
PPM1J,9607,2.278051
SRRT,5788,2.279808
EMX1,826,2.280143
OGG1,1897,2.280931
C11orf1,7103,2.281275
GOLGA8A,4673,2.281756
C2orf50,8746,2.28186
MINK1,5522,2.282273
RNF219,7309,2.283396
CRIP1,590,2.283768
LOC440300,9883,2.28549
ADCK5,9268,2.287149
BLCAP,4368,2.28947
SEMA3E,3785,2.289554
IGFN1,8226,2.290934
BRPF1,3095,2.291547
FAM212B,6494,2.293568
MAP3K8,569,2.295601
NIPBL,5052,2.296528
AP1S3,8731,2.297063
ZFYVE26,4915,2.2971
VASH2,7410,2.298188
MAP6,1610,2.299844
EXO5,7112,2.300958
GNG2,5902,2.304765
CHURC1,8251,2.305334
RPL36A,2446,2.306311
EPHA5,842,2.306491
C16orf70,7556,2.30665
PTGER3,2257,2.307788
VRK2,2987,2.309494
PITPNM2,6809,2.310101
TSEN34,7233,2.310712
VPS37B,7376,2.310815
SLC2A11,7202,2.311672
SUV39H2,7378,2.313821
CACNA1A,335,2.314544
FAM160B1,6855,2.31519
EIF4EBP1,808,2.31542
LRRN3,5982,2.315472
WWC3,6462,2.315731
SCARB1,411,2.317155
SLC30A10,6317,2.317368
TMEM116,8146,2.318776
PVR,2295,2.31881
COPA,565,2.319184
GCNT1,1035,2.319995
CXADR,642,2.320876
DCTD,674,2.321443
AKAP1,3140,2.323837
POLR3G,4252,2.324745
FBN1,909,2.325244
KRT17,1504,2.326424
PRPF40B,5022,2.326647
TMEM220,9771,2.326868
PTPN3,2268,2.326879
OLFML2A,9166,2.326947
STRIP1,8098,2.328337
FN3KRP,7355,2.328493
TMEM255B,9685,2.328543
CCR5,534,2.331682
NEIL1,7349,2.332535
FBXL20,8067,2.332934
EBNA1BP2,4401,2.333109
DGAT2,7964,2.333344
RARRES1,2343,2.334178
MSH6,1176,2.334714
FRY,3994,2.335072
SACS,5210,2.335771
AACS,7189,2.336708
GAK,1008,2.337823
OAS1,1887,2.339039
SLC15A4,8584,2.339156
MEF2D,1645,2.339568
FASTKD2,4604,2.339815
DLG3,707,2.340111
PIWIL4,8872,2.34016
OLFML2B,5079,2.341483
GRIK2,1138,2.341863
SCAND2P,5967,2.342826
CEP295,8123,2.34289
TMEM127,6359,2.343256
YIF1A,4361,2.343804
DDX51,9604,2.343944
TEX10,6045,2.344274
PI4K2A,6291,2.344785
RBP7,8518,2.344976
PABPC1L,7583,2.345291
ARSE,185,2.346957
ITGB7,1421,2.347859
MRPL43,7946,2.350057
PSME2,2251,2.350345
LEFTY1,4263,2.350361
ATP2C1,5262,2.351064
SRPK1,2688,2.351235
PDP1,5989,2.352485
WFS1,2995,2.354513
DPF3,3134,2.354595
PARVA,6408,2.355144
STMN4,7640,2.355328
SMDT1,8259,2.355726
PKIB,2165,2.357645
KRI1,7168,2.361586
CTSC,477,2.362923
LEPROT,5995,2.363391
GALNT11,6983,2.364378
CCDC84,9611,2.365276
ENPP1,1987,2.367749
TMEM9,9382,2.369698
KIF5A,1487,2.369912
TFR2,2806,2.371446
TRPM3,7501,2.374934
TACC2,4228,2.381054
NKTR,1836,2.382057
CCDC32,8181,2.383606
POLR2B,2098,2.383774
GADD45B,1744,2.38545
RHBDD2,6719,2.386169
DGKH,9099,2.386714
FUK,9211,2.387104
TCTN1,7311,2.387379
CXorf38,9089,2.387738
MBD1,1620,2.387803
SLC7A4,2598,2.38803
RASGEF1B,9032,2.388382
SMS,2631,2.389533
RPS29,2477,2.390346
LYVE1,4360,2.390971
NPY,1850,2.391148
UTP20,5350,2.391684
C15orf41,7941,2.392843
TSFM,3980,2.393172
ATP5IF1,8354,2.395013
CCDC142,8013,2.396958
SIN3A,5096,2.397971
PSMG4,9799,2.398585
SYK,2732,2.398962
ARL5A,5193,2.400132
C11orf96,9759,2.401336
SF3B1,4893,2.403676
MTM1,1724,2.404461
GNPNAT1,7123,2.406549
ZNF572,8808,2.406768
VPS4A,5309,2.406828
TOMM20,3825,2.407426
GRK6,1121,2.407473
GPC1,1097,2.408182
DPY19L2P1,9923,2.408454
TMEM132D,8583,2.409915
PMS2,2089,2.410769
LOC646903,9961,2.412201
HDAC4,3804,2.413182
BSN,3422,2.414472
SEC31B,5103,2.415725
PUS7,5946,2.42052
CASK,3271,2.422317
GFAP,1040,2.427265
RBCK1,4248,2.427422
FBXO25,5201,2.429705
SNRPB,2643,2.4298
GRB2,1127,2.430516
ACTR1A,3988,2.431081
ARFGEF1,4219,2.431596
RPL27A,2436,2.431605
SMAD9,1593,2.431741
SULT1A1,2721,2.434727
ZNF781,9123,2.43485
MED24,3859,2.436995
MICA,10027,2.43794
MGA,4797,2.437966
TMBIM4,5802,2.439441
LARP6,6268,2.439819
MPP7,8864,2.440016
SLC7A6,3470,2.440033
MED19,9296,2.441757
DNAJC5G,9542,2.44212
PNMA2,4284,2.442478
ZNF26,3029,2.442714
NSD2,2996,2.445438
KCNH4,4878,2.447447
FOXJ3,4616,2.448209
VWA5B2,8158,2.450041
LRRC4,7012,2.450332
RTBDN,7719,2.452306
SORCS3,4660,2.453699
PNMA1,3542,2.455131
CHD7,6354,2.455577
TSHZ1,4028,2.456428
SERTAD1,5478,2.456874
OTUD5,6336,2.457984
GPT,1123,2.459
ZMYM5,3526,2.459172
HRH2,1284,2.459386
PLBD2,9200,2.459656
HSPA14,5642,2.45973
GFRA1,1043,2.459854
RPS2,2451,2.459991
PLGRKT,6466,2.460062
RIC3,7316,2.460412
INTS4,8275,2.460455
FAM151B,9155,2.461847
IL17RA,5006,2.464045
BCL2L10,3932,2.46689
EZH2,881,2.472496
ACOT4,8604,2.472812
GABRE,1002,2.473532
LIPC,1547,2.473562
F13A1,887,2.473657
KCNA4,1444,2.474668
MAP3K14,3452,2.475123
STOML1,3616,2.477743
ANXA2P1,131,2.479065
CACNA1D,338,2.479304
PARVB,5436,2.480149
ACTN1,35,2.481379
PTPRB,2275,2.481527
RASD2,4942,2.481953
CASP4,371,2.482666
SLC25A22,7389,2.483938
KANSL3,6376,2.484315
PDK1,1983,2.484397
ZMIZ2,7728,2.485615
MARVELD1,7755,2.485826
SNHG28,9536,2.487737
HLA-G,1244,2.488307
GPR83,4357,2.492387
PSMD3,2243,2.493276
SH3GL2,2557,2.495443
DNAJB6,3948,2.496259
AMPH,118,2.498375
PRKY,2199,2.502858
DNAH9,720,2.50553
DCLK2,9147,2.506182
SMOC1,7009,2.506206
NEK9,8265,2.507905
MEN1,1654,2.508725
LSP1,1571,2.510433
CXCL16,6889,2.5128
BAK1,252,2.514674
HAUS8,8336,2.514706
IL34,8908,2.515153
ZDHHC11,7428,2.515342
LRCH2,6824,2.51575
RAB32,4409,2.516609
ALB,97,2.516663
TDRD1,6523,2.517177
ARNTL2,6599,2.517606
ZFP36,3014,2.519721
INPP5E,6550,2.520448
DEAF1,4195,2.520963
RMDN3,6191,2.521515
SLC35D2,4433,2.522003
LRP2BP,6441,2.522991
KIF23,3661,2.523409
CEP41,8373,2.524843
KIRREL3,7957,2.526818
ALX3,114,2.526942
PARD3,6538,2.527016
GSDMB,6476,2.527626
RRAGA,4276,2.529186
BBS2,255,2.531049
TMEM45B,8576,2.531465
GNG10,1087,2.531678
ZXDC,7289,2.532991
ANKRD6,4611,2.533417
SLC25A14,3450,2.533603
MAN1C1,6658,2.53549
NR1D1,3704,2.535706
DNER,8314,2.537621
RIIAD1,9531,2.537815
TNS1,2870,2.538899
MED6,3924,2.541114
DND1,9709,2.5419
CARD14,7254,2.542435
ZBTB47,8325,2.542927
SLC29A2,1264,2.54312
C2CD6,8998,2.543997
HLA-DRB5,1240,2.544334
DNAJC25,9919,2.545078
AHSA2P,8749,2.547674
ZNF462,6906,2.548211
C2orf15,8982,2.549019
NFIB,1819,2.549945
KBTBD11,3888,2.552707
PLXDC2,8032,2.553223
ACTG2,32,2.55399
TCTE1,9266,2.554023
KLKB1,1491,2.55541
USP37,6852,2.555851
MKL1,6803,2.556145
CRTC2,9229,2.557087
PRPF40A,6364,2.557239
TMEM42,8759,2.557255
AGAP2,8538,2.557391
ZNF662,9796,2.560739
IL12RB2,1369,2.562599
SMIM32,9798,2.564202
ZNF786,8804,2.564231
ESPNL,9628,2.566379
GRIK5,1141,2.566381
DMXL2,4820,2.566663
CFAP36,8392,2.566664
CRMP1,592,2.567261
B2M,244,2.568277
PGBD5,7314,2.570815
HLA-DMA,1232,2.572959
THTPA,7283,2.573376
C2orf81,9789,2.574248
PCOLCE,1955,2.575198
CD81,425,2.575543
MAP4,1609,2.575574
LAMB2P1,4651,2.57869
DUSP5P1,9924,2.579695
MICALL2,7399,2.58079
TSPAN11,9895,2.581698
ADSS,75,2.582727
PILRA,5494,2.583162
PRSS3,2211,2.583999
LHPP,7003,2.584455
PAQR9,9668,2.584508
CLTCL1,3152,2.584606
PIGK,3938,2.584949
C2orf68,9790,2.585554
KAT14,6704,2.585853
MYB,1736,2.587268
PRKG1,2181,2.590481
FADS6,9504,2.590641
RHBDF2,7342,2.590924
SMIM14,9259,2.592556
PLEKHB2,6125,2.592832
SEMA4F,4186,2.593166
SMPD3,6310,2.593316
RCBTB2,479,2.595675
SIAH2,2564,2.596878
SMARCAD1,6589,2.597099
B3GLCT,8889,2.597734
CC2D1A,6036,2.597949
DAW1,9137,2.60129
GPX1,1124,2.602027
ADAM28,4345,2.602089
PPP4R3A,6371,2.602171
BCL9L,9474,2.605387
TBR1,4290,2.605573
HIBCH,5208,2.606038
GGA2,4697,2.606536
PSMD14,4040,2.607787
KLHL22,8011,2.611141
XKR4,8434,2.612385
TRIM11,7647,2.612466
TTC21A,9217,2.612639
CCL2,2523,2.613795
DNAAF5,6061,2.614602
TNNC2,2861,2.618352
CLCA4,4571,2.618474
NBDY,9920,2.620565
KREMEN1,7794,2.621986
HACD4,9844,2.622193
ZNF618,8471,2.622974
FCGBP,3388,2.625043
TCP1,2785,2.626992
CACNB3,344,2.628836
PTER,3574,2.629787
KIAA0895L,9968,2.630539
TCEA3,2770,2.631337
MYCBP2,4702,2.631386
TMEM173,9634,2.632797
USP22,4828,2.633154
RPS8,2461,2.633163
EML5,9105,2.634688
EIF4E1B,9387,2.635537
NPTX2,1866,2.636065
ICE1,4858,2.636864
ACTL6B,5735,2.63721
G6PD,985,2.639893
TBC1D26,9699,2.640762
KLHL13,8171,2.641338
ADCY6,51,2.642883
TAL2,2753,2.643887
ZNRF4,8941,2.644941
FKBP1A,939,2.645011
LOC100289230,10019,2.645682
PLD6,9246,2.645714
ARRDC2,5281,2.645723
LAT,5264,2.646886
DLEC1,3899,2.648433
GSTP1,1173,2.651801
XRCC6,987,2.651821
ACAD9,5383,2.651823
TMCO6,6296,2.651828
SPRYD3,8046,2.65252
PLCE1,5648,2.653188
LMBR1L,6397,2.653627
PSMA4,2224,2.653792
RFXAP,2383,2.655517
NELFE,3106,2.655777
NCOA1,3300,2.656673
DRD2,739,2.65747
PSMD8,2246,2.658147
THSD1,6483,2.658148
NKRF,6493,2.658215
A1BG,1,2.65903
MAP3K5,1652,2.659524
CCDC28A,5077,2.660209
SLC22A15,6288,2.66053
IGDCC4,6866,2.661601
MTMR11,4367,2.66165
TMEM74,9070,2.662373
EFNA1,788,2.66286
RAD23B,2321,2.664333
SERHL2,9386,2.667205
CEP104,3789,2.668079
MXD4,4242,2.668215
B9D1,5271,2.668329
PPFIA4,3228,2.669266
MAGED1,3665,2.669428
EPN1,5467,2.672517
PPP1R26,3857,2.673261
CASP3,370,2.673531
WDR5,4448,2.674423
TMEM88B,9943,2.675189
CFAP43,7540,2.676066
TRIP4,3579,2.676294
TMEM158,5080,2.678239
DYNC2H1,7347,2.678407
METTL15,9196,2.680398
IPO9,6390,2.682671
NUDT10,9179,2.685211
YWHAZ,3012,2.686484
WDR1,3903,2.688427
WDR60,6157,2.692483
LGALS8,1538,2.693159
MNT,1688,2.693944
TGM1,2816,2.69474
CD247,400,2.695762
RAPGEF6,5836,2.696508
ARAP3,7067,2.697605
LOXL3,7976,2.698037
RPRML,9774,2.698168
TCTEX1D2,9422,2.698701
TSPAN14,7670,2.699234
CPO,8744,2.70108
CYTH1,3558,2.701305
TAZ,2762,2.706872
MAPKBP1,4668,2.707163
MAP3K3,1650,2.707682
LOC100132356,10009,2.708848
BIN1,119,2.709973
AOC3,3295,2.710783
PPFIA1,3230,2.711377
HNRNPH3,1269,2.713252
NFYC,1830,2.713504
IFT74,7522,2.71471
ZNF33B,3032,2.715157
PAK3,1932,2.715371
L2HGDH,7469,2.716962
SLC37A4,986,2.717661
TMEM181,6800,2.718417
FOXP2,8355,2.719685
TSPOAP1,3550,2.721843
SNHG10,9496,2.721897
ATOH7,9318,2.72227
