gene,id,z
CPSF4,4362,-2.592766
C6orf62,7679,-2.590698
HIST1H2BD,1197,-2.58796
MT1M,1715,-2.583675
EIF3F,3309,-2.582997
YPEL1,5440,-2.581989
FRMPD4,3803,-2.580668
KCNF1,1452,-2.580513
TTL,8980,-2.580193
KIAA1211,6744,-2.580173
CA8,332,-2.578461
DNALI1,3081,-2.576332
SSBP1,2692,-2.575982
STRAP,4494,-2.574993
CHCHD4,8756,-2.574796
LAMB2,1517,-2.572886
SAT1,2506,-2.572765
UNC13A,4679,-2.570484
MS4A7,6892,-2.569584
TPGS2,5095,-2.566171
VBP1,2970,-2.563791
TRAM2,3771,-2.561328
CCNDBP1,4952,-2.558281
RREB1,2481,-2.55802
SNAP47,8531,-2.556671
PBXIP1,6705,-2.554833
UMODL1-AS1,8972,-2.554383
GXYLT2,9977,-2.553185
SMPD2,2630,-2.551218
GRIA4,1133,-2.550674
PICK1,3644,-2.547566
SIPA1,2571,-2.542611
TEX29,8590,-2.537295
MEX3A,8292,-2.536172
PRR13,5919,-2.535365
CLCN6,519,-2.534324
PTCHD1,8829,-2.533298
C17orf51,9617,-2.532596
HSD3B7,7559,-2.532063
DNAJB1,1307,-2.529502
METRN,7217,-2.529081
ABHD8,7301,-2.527624
S1PR1,774,-2.52697
LYPLAL1,8677,-2.526412
CASC4,8399,-2.526123
IMPACT,6292,-2.522844
TMEM53,7334,-2.521899
HSPB11,5816,-2.521679
GAREM2,8989,-2.520953
MRPS24,7147,-2.518125
RBM12,3998,-2.517404
AP2M1,512,-2.516212
TPK1,5255,-2.513606
GNLY,4227,-2.511342
FGL2,4354,-2.510682
TLR3,2846,-2.507081
ALOX5AP,110,-2.505447
POLR3C,4253,-2.505353
KCND2,1450,-2.502639
AQP4,157,-2.502224
CALHM1,9410,-2.502025
SLC45A1,5533,-2.499727
ZMYND19,8511,-2.497539
SNU13,1831,-2.496992
DBNL,5389,-2.496762
PTPN3,2268,-2.4953
MND1,7798,-2.492437
CRMP1,592,-2.490109
ADAMTSL3,6684,-2.490078
C1orf54,7329,-2.489586
MRPL14,7143,-2.489056
GNG5,1086,-2.487873
GABBR1,990,-2.487818
CPT1C,8651,-2.487724
UCHL1,2943,-2.486431
PPIB,2122,-2.486035
PWWP2B,9172,-2.485689
GOLPH3L,6206,-2.484701
ATF7IP,6402,-2.483233
FAM181A,8154,-2.482929
GNAQ,1078,-2.482562
FTL,975,-2.482439
MCFD2,8180,-2.481463
NHSL1,6700,-2.48053
TNIP2,7275,-2.478276
S100A1,2493,-2.477262
PCDHB4,6516,-2.47496
HPS6,7409,-2.471947
MRPL27,5669,-2.470717
CEP112,9243,-2.465178
SLC17A8,9380,-2.464281
PCDH1,1946,-2.464129
DCTD,674,-2.463309
PTP4A1,3082,-2.463233
FUNDC1,8828,-2.461875
TUBB8,9677,-2.46119
GEM,1039,-2.456319
ZNF124,3039,-2.455909
PLXND1,4725,-2.455569
USP27X,9808,-2.455502
NPTX2,1866,-2.454797
CDC42SE2,6621,-2.454304
IDH3G,1334,-2.4532
METTL22,7253,-2.450715
ZNF585B,8287,-2.449656
SNRNP27,4422,-2.448914
NQO1,699,-2.448656
FAM83H,9584,-2.44865
PPM1N,8934,-2.447367
TIGAR,6647,-2.446774
AFAP1,6937,-2.445284
TTYH1,6710,-2.444788
CALB2,350,-2.444748
LRMDA,7784,-2.441332
INHBB,1385,-2.441305
CYB5B,7607,-2.440088
FAM69B,8821,-2.435987
EMC7,6569,-2.435841
ACSS3,7318,-2.431657
SRPRB,6894,-2.42968
NLN,6746,-2.428741
LRRC39,8684,-2.42842
DOCK7,8111,-2.423548
DHDDS,7470,-2.422148
C12orf10,6939,-2.421408
PIH1D1,6109,-2.420956
DDHD1,7614,-2.420518
MAPK9,2189,-2.419896
LDLR,1531,-2.41913
PDGFRL,1978,-2.418716
CYTL1,5904,-2.417974
MRPS12,2449,-2.416674
NT5E,1876,-2.415529
RBMS2,2358,-2.415058
PHF20,5658,-2.415043
MED31,5553,-2.415039
SCN8A,2520,-2.41323
MAL2,8425,-2.41217
PPP1R1A,2131,-2.410633
ACTN1,35,-2.408115
WWTR1,5092,-2.407153
TNKS2,7589,-2.406882
DHX58,7261,-2.405742
SPIN2B,9901,-2.405074
COA6,9785,-2.403762
ATP5IF1,8354,-2.402759
CYBB,646,-2.400571
LIX1,9153,-2.398728
DRAM1,6276,-2.398618
MRPL4,5580,-2.398548
VWA5A,1557,-2.395292
HHEX,1221,-2.394603
ZFP36L1,298,-2.393418
ADRA1D,66,-2.393171
CYBA,645,-2.392484
VEGFB,2975,-2.392294
SGSM1,8711,-2.389921
HS1BP3,7054,-2.389565
SYNPO2,9184,-2.387222
RELN,2213,-2.386772
BLNK,5431,-2.383388
ACOX2,3170,-2.382868
RNF31,6137,-2.379223
HCN3,6835,-2.378722
ANGPTL1,3476,-2.378562
CST3,615,-2.377052
C1QL2,9142,-2.376733
SEMA5A,3460,-2.371529
FYB1,981,-2.369204
MOXD1,5124,-2.368013
TMEM191A,7849,-2.367482
CLTCL1,3152,-2.366105
C1orf61,4175,-2.365706
TUBA1B,4115,-2.365269
ASAP1,5534,-2.365248
SYNPO,4564,-2.364729
RAE1,3220,-2.364341
TIGD5,8061,-2.359791
FMNL1,325,-2.353871
ISOC1,5559,-2.352461
TOPBP1,4445,-2.351234
TMEM185B,7263,-2.350819
UBA7,2931,-2.349138
PRR3,7596,-2.349094
SMIM10L1,9998,-2.345293
STYXL1,5809,-2.342053
FIBCD1,8048,-2.341797
GSG1L,8907,-2.340352
ETNPPL,7127,-2.340244
NR1H3,3958,-2.339861
PPM1J,9607,-2.338172
B9D2,7606,-2.337948
SYT1,2737,-2.335695
STXBP6,5412,-2.333452
PSMB1,2228,-2.330038
FAHD1,7697,-2.329338
ABHD1,7977,-2.32889
MYO1F,1725,-2.328659
NDEL1,7650,-2.327739
TGFB1,2809,-2.327061
NBDY,9920,-2.327008
ELAC2,6957,-2.326299
MYCT1,7525,-2.324546
SOCS7,5511,-2.324277
BCAP31,3997,-2.322421
MAD2L1BP,3712,-2.320715
METRNL,9514,-2.319739
ABCB9,4896,-2.317838
DGAT1,3321,-2.317259
KLF7,3278,-2.315234
LRRC75B,9787,-2.314766
ENC1,3235,-2.314588
ZAP70,3013,-2.314026
PCDHAC2,6518,-2.312828
TSNAXIP1,6448,-2.312827
L1CAM,1510,-2.308972
MRPS33,5806,-2.308325
ICA1L,8726,-2.307659
NEK6,4317,-2.306477
TACO1,5650,-2.30635
CCDC90B,6952,-2.304254
RAP1GAP,2335,-2.302948
TRAF3IP2,4306,-2.301694
METTL5,5403,-2.300175
SLC25A11,3187,-2.294626
RAD18,6570,-2.29443
MEGF11,7927,-2.293552
TMEM63C,6667,-2.293049
SUSD3,9276,-2.292601
TESPA1,3843,-2.292403
HMG20A,4108,-2.291723
FRMD6,8599,-2.291044
ATP23,8240,-2.285164
ZC3H15,6468,-2.283198
FUCA1,976,-2.28055
ZNHIT3,3580,-2.279573
ZC3HAV1,6565,-2.279447
EXOSC5,6588,-2.278143
PTPRC,2276,-2.277557
ACOT2,4399,-2.271083
EGR3,801,-2.270345
CD84,3377,-2.269754
GJA1,1053,-2.268552
TMEM151A,9436,-2.268224
GAD2,1007,-2.266149
CCT3,2894,-2.265018
HTR2A,1314,-2.263811
COL9A1,554,-2.262168
EIF4E,807,-2.260377
NCBP2-AS2,9020,-2.25751
ZDHHC23,9409,-2.255989
SPATS2L,5127,-2.254237
SLC30A1,3074,-2.251659
PPP1R3C,2133,-2.251497
PPIL6,9575,-2.251458
OTOF,3610,-2.248938
ACOT4,8604,-2.245517
PCK2,1950,-2.244317
UBE2Q1,6333,-2.243821
ECHS1,770,-2.243807
AMN1,9198,-2.243522
SLC25A33,7877,-2.242582
AXL,242,-2.240403
PANX1,5016,-2.23835
ZNF827,9025,-2.237507
RBM18,8299,-2.235293
SARAF,5817,-2.233244
MYL6,1750,-2.231701
NDUFAB1,1784,-2.231626
TIMP2,2832,-2.229934
RNF25,7049,-2.229927
RBPMS2,9686,-2.229685
CC2D1A,6036,-2.226307
PDE1B,1974,-2.226146
SYT9,8869,-2.22545
DCTN2,4204,-2.222685
MRPL3,4513,-2.221953
UBE2W,6251,-2.220883
SLC22A17,5694,-2.218963
EXOC4,6942,-2.218843
DENND1A,6858,-2.217454
RPS6KA6,5344,-2.216412
TOMM34,4392,-2.215366
SLC3A2,2585,-2.213238
CACNB2,343,-2.212909
MSRA,1707,-2.21184
ZNF518B,8124,-2.210512
TFPI,2805,-2.205311
KIF3C,1486,-2.204214
MPHOSPH6,4030,-2.203424
GPM6A,1102,-2.202846
STAT6,2707,-2.200614
RNF123,6976,-2.198259
PLEKHG5,6724,-2.19737
WNT5B,7627,-2.194626
CNTN3,1935,-2.193465
AFAP1L2,7962,-2.19192
TBC1D22B,6352,-2.190583
ALDH1L1,4335,-2.18915
KPNA4,1499,-2.189139
WDR24,7847,-2.188159
RNF182,9354,-2.186408
NLGN3,5908,-2.186092
PPP1R13B,4852,-2.184405
SH3GLB2,6583,-2.18431
MAP2K4,2539,-2.184218
C15orf40,8610,-2.183057
SHOC2,3122,-2.180407
YWHAB,3009,-2.17933
POLI,4506,-2.178884
LGI1,3529,-2.177308
PHF13,8951,-2.176962
PRKAA2,2160,-2.176168
MRPL21,9309,-2.174711
KIRREL3,7957,-2.174506
FERMT1,6343,-2.174261
STXBP5,8797,-2.174047
C4orf19,6253,-2.173355
LOC440300,9883,-2.172745
RLIM,5616,-2.169854
LIX1L,8694,-2.169106
ANKRD46,9065,-2.167827
C17orf97,9831,-2.166979
GPM6B,1103,-2.165648
DNM1L,3956,-2.165508
TRO,2897,-2.165333
RPAIN,7874,-2.16519
PSMD1,2241,-2.164983
IMPDH1,1379,-2.164784
GABRA4,996,-2.164306
HOPX,7939,-2.163886
SPARC,2671,-2.163467
DLK2,7191,-2.163185
MED19,9296,-2.161159
TMX3,5936,-2.160901
CIAPIN1,6631,-2.160074
OXCT1,1913,-2.159294
USP9X,3157,-2.157912
ZYG11B,7367,-2.157333
KMT5A,9762,-2.157097
TCF7L1,7702,-2.15693
LYRM9,9248,-2.156402
UTP4,8042,-2.155875
VAMP2,2730,-2.154833
NECAB1,7030,-2.154494
MRPL17,6974,-2.15389
ATP5PO,235,-2.153795
GRM2,1150,-2.153684
RNF145,9043,-2.150829
ZNF26,3029,-2.149051
DNAJC12,6546,-2.148512
WIPF2,8924,-2.146361
FEM1B,3986,-2.146302
LYPD6,8739,-2.144991
C16orf70,7556,-2.144713
PPP1R26,3857,-2.144172
THRA,2824,-2.142493
MTMR12,5958,-2.14234
CFAP52,8916,-2.140608
CHD3,483,-2.138901
EIF2B2,3405,-2.136315
UBXN6,7591,-2.135598
FHL1,936,-2.134923
TRAF3,2890,-2.13091
NTRK2,1877,-2.129865
AP1S1,513,-2.125993
NDUFS5,1794,-2.125693
LGALS3,1536,-2.125558
CADPS,3283,-2.124842
ASMTL,3286,-2.124541
VSIR,7017,-2.12283
BMT2,9051,-2.122549
SGSM3,5356,-2.122435
CFAP58,9091,-2.119822
NRAP,1870,-2.115591
RGS2,2386,-2.115178
GABARAP,4557,-2.114737
GLOD4,5568,-2.113806
RIN3,7447,-2.113748
MAPT,1611,-2.113545
RTL10,7359,-2.113521
APBB1,142,-2.11328
ABLIM1,1542,-2.113017
TFIP11,5015,-2.112647
PARS2,5110,-2.112142
GAS2L1,4261,-2.111359
MORN3,9486,-2.110265
GRAMD1C,5999,-2.109915
BCL6,265,-2.109611
FAHD2A,5556,-2.109175
SLC6A13,2594,-2.108657
YIPF1,5911,-2.108233
EPHX2,848,-2.106941
SH2D3C,3945,-2.105395
NTNG2,7960,-2.10525
EIF3J,3312,-2.10408
IFT122,6420,-2.103863
UBE2B,2932,-2.102217
IDI1,1335,-2.101694
TPX2,4652,-2.099384
VSTM4,9203,-2.097801
GPR150,9570,-2.097757
WDR45,4480,-2.097219
SMIM12,8405,-2.094479
PARD3B,8550,-2.093961
DHRS12,7392,-2.09072
NDUFA8,1780,-2.090208
FAM133A,9597,-2.08955
LOXL3,7976,-2.08907
STX18,5865,-2.088534
ITGB5,1420,-2.088524
MAP4K3,3224,-2.087774
KRAS,1502,-2.087742
C2CD2L,3854,-2.083912
DLGAP4,4588,-2.082832
EXTL1,875,-2.081993
C2orf81,9789,-2.078739
GLI3,1062,-2.078568
BRMS1,5061,-2.077832
LINGO3,9950,-2.07749
RABEP1,3504,-2.077328
MTHFD1,1722,-2.076236
SLC1A6,2581,-2.075204
RGR,2384,-2.075202
VAMP5,4320,-2.075082
ITGAM,1413,-2.073076
PRKG1,2181,-2.072889
GABRG1,1003,-2.072817
RBBP7,2352,-2.071789
CMAHP,3195,-2.070494
MAPK8IP2,4936,-2.068227
ZNF331,6300,-2.067178
DECR2,5159,-2.065175
RXYLT1,4096,-2.064632
SNX30,9848,-2.062294
NXPH2,4525,-2.06161
PGM1,2018,-2.059462
ZBTB44,5398,-2.059234
RINL,8662,-2.058774
LRFN3,7292,-2.05707
CCIN,388,-2.056109
NR0B1,89,-2.055989
ADH5,59,-2.055776
GTF2F1,1179,-2.05543
BHLHB9,7615,-2.054331
PAF1,5975,-2.051423
PALMD,6040,-2.049367
NR2F6,853,-2.04924
TREM2,5898,-2.04918
CD68,423,-2.049174
IGSF3,1303,-2.04799
AK5,5212,-2.046717
TRMT12,6123,-2.045709
CACNG1,346,-2.045067
FSD1L,7765,-2.042962
AP2B1,79,-2.041805
PRDX2,2790,-2.040852
GRIK4,1140,-2.040728
NBEA,5247,-2.03998
ZMAT1,7925,-2.03944
CTXN2,9818,-2.038039
BCKDHB,260,-2.037795
PIGH,2037,-2.034999
NSD2,2996,-2.031843
PLEKHF2,7352,-2.031535
CKS1B,510,-2.029196
ACTG1,31,-2.029006
DLGAP3,6910,-2.028104
RPL35,4514,-2.027812
SGCD,2548,-2.026803
MELTF,1662,-2.023084
PIP5K1C,4865,-2.022522
FBXO3,5207,-2.021413
WARS,2990,-2.021381
PSMA7,2227,-2.020325
NRG1,1220,-2.019217
PSMD13,2249,-2.017999
LRFN4,7213,-2.016846
TECPR1,5058,-2.016277
HBA1,1205,-2.016105
TMEM18,8721,-2.015774
SQOR,6890,-2.015125
GNAZ,1080,-2.013175
DNAJB9,1635,-2.011855
LRRIQ1,7820,-2.011216
FITM2,8704,-2.011159
GRIN1,1142,-2.011072
FAM81A,8898,-2.010601
DCAF15,8177,-2.009324
DEF8,6030,-2.008234
UNC45A,6482,-2.00568
RAD1,2292,-2.005412
ZWILCH,6128,-2.00504
MFGE8,1661,-2.004756
ZDHHC3,5689,-2.003781
SCRN3,7331,-2.003202
E2F1,763,-2.002597
PON2,2104,-2.002207
SH3BP2,2554,-2.001791
BASP1,4130,-2.000624
SCARA3,5744,-2.000503
ANKRD30BP2,8971,-1.999939
PON3,2105,-1.99771
CMSS1,7903,-1.995758
NMT2,3615,-1.995323
NQO2,1843,-1.993889
SLC25A26,8478,-1.992112
DYRK1A,762,-1.991646
DCHS1,3296,-1.991123
SH3BGR,2552,-1.990914
POLR3K,5835,-1.989926
RALBP1,4380,-1.989747
NACAD,4732,-1.987389
PTAFR,2253,-1.985522
STIM1,2710,-1.985104
TP53BP2,2875,-1.984292
FOXJ3,4616,-1.980732
AKAP6,3650,-1.980386
PPP1R1B,7830,-1.979438
ARL6,7813,-1.978413
DIRAS3,3480,-1.97808
MN1,1686,-1.976686
CDC40,5715,-1.976677
ATG101,6963,-1.976347
SOX21,4490,-1.975763
GSTO1,3633,-1.975171
MAPRE3,4637,-1.973411
ZNF480,8931,-1.972233
GRIN2C,1145,-1.970608
SNTB1,2646,-1.970344
KCNK1,1468,-1.969677
CCM2L,8845,-1.96884
EXTL3,877,-1.968004
CHRM1,494,-1.966002
RSRC2,7171,-1.963384
NMI,3491,-1.962448
C8orf34,8516,-1.962387
GRM5,1153,-1.962329
CSPG4,612,-1.962181
COL4A3BP,3970,-1.961368
PMPCA,4761,-1.961057
HIVEP3,6919,-1.960169
RFLNB,9704,-1.959771
SELPLG,2536,-1.95795
CTSO,637,-1.957587
RTN4IP1,8005,-1.956081
C11orf95,7196,-1.953859
USP35,6784,-1.953319
CD2BP2,4139,-1.952035
LOC100126784,9993,-1.950627
JAK3,1434,-1.950005
ADPRHL2,6071,-1.949244
PSMG1,3287,-1.949082
SERPINE2,2030,-1.945325
NECTIN1,2296,-1.944957
ARID5A,4346,-1.94361
TCEAL9,5643,-1.942649
TERF1,2798,-1.941913
ACOT13,6469,-1.941789
HBA2,1206,-1.940811
RGS9,3356,-1.940271
CLEC2L,9052,-1.939655
TTC9,4920,-1.939581
EXOC3-AS1,8517,-1.939528
ATP1B2,210,-1.937277
SLC41A2,7814,-1.935837
CRYBB1,598,-1.935113
SLC16A9,9327,-1.93286
SEC11C,8200,-1.930716
RNFT2,8034,-1.930423
CCDC112,9041,-1.929829
TMEM94,3812,-1.929536
SOWAHA,8793,-1.929215
MAPK10,2190,-1.929115
INF2,7074,-1.928809
ZNF653,8496,-1.92776
ARHGEF3,5532,-1.925819
EIF3I,3311,-1.92529
CALD1,351,-1.924717
EGR2,800,-1.92199
RGL3,6660,-1.921906
PTPRN,2285,-1.921812
MDH2,1637,-1.916562
DPP7,5480,-1.915571
USP7,3099,-1.91272
UBE2E2,2937,-1.911543
VIP,2980,-1.910961
SEZ6L2,5218,-1.910951
CLEC9A,9488,-1.909537
RAB13,2314,-1.90769
TSKU,5118,-1.903642
PKIG,4474,-1.901331
RFTN1,4750,-1.900875
OLFML2B,5079,-1.900147
RGN,3489,-1.89999
CCDC8,7790,-1.896188
FAM212B,6494,-1.895726
HSPA13,2708,-1.895236
FAM19A5,5042,-1.894714
GNPDA1,3927,-1.893713
MEX3C,5699,-1.892467
DRG1,1796,-1.890097
MSMO1,2509,-1.888236
SCD5,7478,-1.884976
TBL2,5238,-1.882684
ZMAT2,9037,-1.880949
THOP1,2823,-1.876787
APOM,6496,-1.874849
DIO3,703,-1.874761
LPCAT2,6076,-1.874628
KCNJ16,1467,-1.87271
HSPA8,1300,-1.870457
SERGEF,5213,-1.869793
CD86,408,-1.868842
PGAM1,2013,-1.868721
MXRA8,5971,-1.867898
UBE3D,8153,-1.867661
RRAS,2479,-1.866905
PAPSS1,3472,-1.862796
SLC25A44,3762,-1.856751
TRUB2,5251,-1.855237
AMIGO1,6731,-1.855004
IARS2,6386,-1.853717
ENAH,6407,-1.853693
RPS19,2468,-1.851194
IL17RB,6321,-1.85059
SNX17,3818,-1.850319
NPPA,1861,-1.849476
SLC27A2,4419,-1.847736
RASL12,5679,-1.846631
ZNF436,7612,-1.84585
NEURL1,3510,-1.844852
UBE2L6,3544,-1.843366
HOOK2,5460,-1.843184
TRAPPC4,5732,-1.841544
GAK,1008,-1.840815
PDZD11,5664,-1.84068
COL12A1,560,-1.840166
CLYBL,9187,-1.83868
PNMA8A,6222,-1.837678
TTC19,6053,-1.836728
SMAP1,6966,-1.835867
BCAP29,6502,-1.835061
POMGNT2,8028,-1.834972
NDUFS3,1791,-1.834712
TCTEX1D2,9422,-1.834702
SLC41A3,6075,-1.834335
SPRYD3,8046,-1.834234
ZNF689,8484,-1.834097
APLN,3389,-1.83384
RGS19,4076,-1.833355
RASSF3,9485,-1.832679
TIMM17A,4150,-1.831802
HSD17B7,5756,-1.831278
ZC3H12B,9649,-1.83126
TTPA,2912,-1.830578
IARS,1320,-1.829618
B3GALT2,3325,-1.828139
LOXL1,1559,-1.827709
UCK2,2953,-1.826738
PEX11B,3360,-1.826578
SLC12A4,2604,-1.825769
HRASLS5,8546,-1.824429
SLC13A5,9509,-1.822346
CORO2A,2994,-1.821356
PPDPF,7268,-1.821237
SV2B,3876,-1.820339
EFR3A,4742,-1.819933
TMEM131,4917,-1.818432
CPSF6,4434,-1.816475
ATP6V1A,225,-1.815542
LINC00643,9956,-1.815452
GINS2,5810,-1.814526
YIPF2,7210,-1.813978
LYVE1,4360,-1.813794
POPDC3,7034,-1.813673
THUMPD2,7597,-1.813561
GHITM,5268,-1.813021
SNORC,9795,-1.811302
PDCD2L,7894,-1.808162
FBXO22,5203,-1.807295
NSMF,5129,-1.805202
EXOC5,4264,-1.804058
GAPDH,1019,-1.803266
PHPT1,5406,-1.8019
NEXMIF,9646,-1.801242
RPUSD4,8023,-1.801034
CCDC80,9013,-1.800928
CENPT,7519,-1.799791
CYP4X1,9455,-1.799422
BCAR1,3701,-1.798253
ZNF829,9720,-1.798161
AFF4,5290,-1.797595
MLLT11,4397,-1.794998
DPYD,735,-1.794012
FCGR3A,914,-1.791189
ACHE,21,-1.790938
ETS1,867,-1.790472
GDE1,5782,-1.790364
BRD7,5425,-1.790073
DARS,665,-1.788225
TBC1D25,1890,-1.787243
MARK1,1612,-1.787134
MDFIC,5488,-1.785856
DIS3L,8489,-1.784026
ADIPOR1,5595,-1.782526
ATP6V1H,5794,-1.781891
CHCHD1,8557,-1.7799
ZFP28,8840,-1.779438
KCNJ8,1461,-1.777212
GDF11,4044,-1.77473
DDX51,9604,-1.774411
SYTL5,8363,-1.773735
ALDH2,100,-1.772216
AMPD2,116,-1.767966
MESD,4752,-1.767804
SLC25A46,8224,-1.766489
CDK7,450,-1.764385
TFEC,4568,-1.761471
COMMD2,5609,-1.760563
C6orf120,9749,-1.760317
VHL,2978,-1.756414
CPLX3,9926,-1.756137
SERF2,4016,-1.755321
GSTO2,8569,-1.751786
NAPB,6981,-1.751665
DYNC2LI1,5798,-1.745953
PPP1R12A,1761,-1.743189
SMIM15,9941,-1.740979
AGPAT1,4211,-1.740461
SENP5,9285,-1.739615
ARPC4,3973,-1.739218
BTBD10,7880,-1.735743
CD33,409,-1.734451
SEM1,3113,-1.734014
PHGDH,5194,-1.733924
ZNRF2,9376,-1.732649
KLHL13,8171,-1.730045
EARS2,8629,-1.726815
GRPR,1160,-1.726564
CSPG4P1Y,8429,-1.725435
TESC,6100,-1.723426
PPM1G,2128,-1.720489
TSC2,2905,-1.719166
HAPLN1,593,-1.715755
CRNKL1,5710,-1.710941
FBXO6,5206,-1.710361
EFCAB6,7116,-1.710019
ADAM28,4345,-1.70772
GCHFR,1033,-1.705927
TNFSF13B,4278,-1.704472
WAC-AS1,9325,-1.702861
ALCAM,98,-1.702744
PRDX6,3713,-1.702041
SHANK2,4645,-1.700745
PTPRU,3966,-1.698205
ILDR2,9754,-1.695417
NCOA7,8798,-1.694412
C19orf66,6278,-1.69289
CYFIP2,5253,-1.69268
DYNLRB1,7736,-1.691346
CCNF,396,-1.690337
TRIM47,8221,-1.689956
CSNK2A2,609,-1.688408
RFX2,2379,-1.688139
CEND1,5680,-1.687766
KLHL1,6821,-1.687307
GABRB3,1000,-1.686889
CXCL12,2529,-1.686158
EPHA4,841,-1.685757
PPFIBP1,3227,-1.685
SH3GL3,2558,-1.684305
HPGD,1275,-1.683786
SHC3,5861,-1.683602
CDH18,446,-1.683553
DOK4,6396,-1.683294
GALNT14,7322,-1.681974
SEMA3D,9377,-1.681782
ATP5ME,223,-1.681638
CYP2R1,8577,-1.679902
PPP2R2A,2140,-1.677802
PTGR2,8893,-1.677732
ISLR2,6812,-1.677698
SCG2,3094,-1.677514
GABRE,1002,-1.677393
NRXN3,3602,-1.677255
TMEM87B,8038,-1.675807
RNF11,5250,-1.675639
VPS11,6452,-1.673797
GRK3,73,-1.673355
GABBR2,3702,-1.669968
TRPC4,2900,-1.667389
TMED3,4884,-1.667194
RASGEF1A,9331,-1.666895
GPR183,768,-1.66546
QRSL1,6247,-1.664352
HAGH,1200,-1.663308
DDOST,683,-1.661961
TIMM8A,691,-1.660842
DAPK1,663,-1.66075
TMEM60,8088,-1.660601
ACADVL,17,-1.659426
MRPL46,5237,-1.658663
SHISA5,5662,-1.658601
PTBP3,3919,-1.657784
PLPBP,4508,-1.657763
RPL39L,8529,-1.657057
GPR22,1111,-1.656623
FZD7,3178,-1.655623
NIT1,1834,-1.65542
RPL32,2439,-1.653528
MICAL1,7106,-1.652948
VPS51,321,-1.652668
CDH6,438,-1.652495
PLP2,2072,-1.650803
MRPL12,2448,-1.649477
SIX3,2572,-1.648523
FBXW5,5920,-1.64748
ALDH4A1,3306,-1.645371
PSMA5,2225,-1.64527
GSTM5,1172,-1.645149
FOXP4,8500,-1.643768
KIF3B,3603,-1.643623
CEBPG,468,-1.643193
PFKFB3,2008,-1.642297
FGF2,923,-1.641703
GRK4,1119,-1.64084
GCDH,1032,-1.640777
RAB23,5830,-1.639433
RHBDF1,7045,-1.639375
TBC1D9,4739,-1.636215
ZDHHC16,7886,-1.636189
C9orf24,7973,-1.635576
MOB3A,8657,-1.634482
GJA4,1054,-1.632936
GNS,1091,-1.632121
TCIM,6575,-1.63112
AJAP1,6498,-1.630226
HYI,7696,-1.629576
DCLK1,3525,-1.628596
OPHN1,1902,-1.628463
CCDC93,5948,-1.627801
JAKMIP1,9029,-1.627692
KLF10,2827,-1.627626
FAM210A,8647,-1.626597
HS2ST1,3746,-1.625959
CYC1,647,-1.62428
YKT6,4269,-1.62275
LCLAT1,9388,-1.622608
LCN15,9806,-1.621785
PRR29,8294,-1.620614
VRK1,2986,-1.620124
MTHFD1L,5078,-1.619654
TAX1BP1,3404,-1.619337
RNF5P1,9587,-1.618943
CTDSPL,4042,-1.618579
SH3GL1,2556,-1.617308
ADGRB1,249,-1.617182
RAMP1,4068,-1.615544
ARHGEF19,8698,-1.613056
MUL1,7308,-1.612653
ATIC,202,-1.610591
PSMD7,2245,-1.608329
ZNF248,6691,-1.6064
ATXN10,5040,-1.605728
ABCA3,7,-1.605552
ZBTB45,8022,-1.604609
COPG2,5245,-1.60334
SPON1,4136,-1.602504
SFXN5,8359,-1.602452
NUDCD1,8065,-1.59862
EIF2AK4,9881,-1.593764
TNFRSF21,5319,-1.59277
DGKZ,3244,-1.591112
TMOD3,5433,-1.590684
ETFDH,866,-1.590561
DNAJA2,4080,-1.590105
GEMIN2,3223,-1.590018
NOC4L,7235,-1.589719
SLITRK1,8443,-1.588812
CD8A,403,-1.588517
ABR,11,-1.584965
NUP85,7454,-1.583221
GPT2,7981,-1.582871
STARD4,8788,-1.580392
AGAP2,8538,-1.579089
TERF2IP,5906,-1.578949
PDE4D,1970,-1.578619
PRKD2,5064,-1.578224
WAC,5700,-1.577783
CXCL14,3695,-1.577603
PIAS3,4126,-1.577202
RRAGD,6916,-1.575874
NSMCE1,9215,-1.575737
EPN1,5467,-1.575324
KATNB1,4083,-1.574474
PLEKHG2,7132,-1.574236
HYAL2,3320,-1.568118
MEIS3P1,1648,-1.567422
AP2A1,76,-1.566808
TRPS1,2903,-1.565853
CD164,3346,-1.565349
ALKBH3,9336,-1.564146
TRAPPC6B,8594,-1.563206
HNRNPC,1266,-1.56273
CACHD1,6846,-1.562236
CAPG,361,-1.560971
PTCH1,2254,-1.560659
FGD6,6429,-1.56057
FAM111A,6979,-1.560117
ORAI1,8021,-1.559952
RGS22,5187,-1.55971
GRIN2A,1143,-1.55785
PNP,1856,-1.557382
C11orf71,5935,-1.556793
RTL6,7858,-1.556622
ATP8A1,4123,-1.55562
GJB6,4325,-1.554336
STOML2,5516,-1.552524
CTSD,632,-1.550882
NPAS1,1857,-1.550307
ARPC1A,4209,-1.549653
CDK4,447,-1.548177
CNRIP1,5087,-1.543864
PSMB5,2230,-1.543174
SLC24A3,6721,-1.54211
MYRIP,5085,-1.539381
SPTBN2,2678,-1.539309
NEDD9,1800,-1.53612
NME9,9682,-1.535334
SLC4A4,3313,-1.533632
SEMA4A,7038,-1.531001
RTN2,2488,-1.53094
ATF1,199,-1.527286
ARRB2,183,-1.52652
C1D,4148,-1.526033
TLK1,3865,-1.525021
ZNF521,5086,-1.524088
HILS1,9708,-1.524024
SLC26A2,746,-1.523543
